ï»¿Locality,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025Updating,2023-24 change_percentage,2014-24 Percentage, 2014-24 Anual Percentage,SAL_CODE21
SWAN HILL,225000.0,230000.0,248000.0,262500.0,252000.0,267000.0,285000.0,319500,362000,405000,435000.0,472500.0,472500.0,9.0,105.0,7.5,22405
SYDENHAM,425000.0,415000.0,440000.0,505000.0,590000.0,620000.0,595000.0,635000,690000,699000,741500.0,704000.0,704000.0,5.0,70.0,5.4,22414
TALLANGATTA,154000.0,200000.0,233000.0,216000.0,275000.0,245000.0,257500.0,280000,350000,436000,470000.0,460000.0,460000.0,2.0,130.0,8.7,22426
TANGAMBALANGA,265000.0,245000.0,219500.0,276000.0,172500.0,292000.0,282500.0,459000,502500,593000,557500.0,675500.0,675500.0,21.0,176.0,10.7,22441
TARNEIT,371000.0,395000.0,400000.0,445000.0,515000.0,570000.0,550000.0,570000,602000,650000,652000.0,650000.0,650000.0,0.0,65.0,5.1,22451
TATURA,230000.0,237500.0,233000.0,228000.0,262000.0,250000.0,276500.0,303500,357500,450000,475000.0,430000.0,430000.0,9.0,81.0,6.1,22467
TAWONGA SOUTH,219500.0,235000.0,257500.0,298000.0,254000.0,310000.0,422500.0,380000,545000,641000,553000.0,606500.0,606500.0,10.0,158.0,9.9,22471
TAYLORS HILL,487500.0,510000.0,530000.0,600000.0,686000.0,723000.0,702000.0,754000,840000,908000,906500.0,885000.0,885000.0,2.0,74.0,5.7,22473
TAYLORS LAKES,490000.0,510000.0,561500.0,635000.0,720000.0,763500.0,750000.0,777500,883500,936000,922500.0,945000.0,945000.0,2.0,85.0,6.4,22474
TECOMA,415000.0,478000.0,510000.0,601500.0,709000.0,700000.0,662500.0,742500,920000,837500,838000.0,865000.0,865000.0,3.0,81.0,6.1,22476
TEMPLESTOWE,865000.0,951500.0,1180000.0,1260000.0,1415000.0,1308000.0,1292500.0,1381500,1603000,1621500,1695000.0,1650000.0,1650000.0,3.0,73.0,5.7,22483
TEMPLESTOWE LOWER,750000.0,830000.0,1060000.0,1105500.0,1302000.0,1150000.0,1080000.0,1189000,1432500,1390000,1410000.0,1362000.0,1362000.0,3.0,64.0,5.1,22484
TERANG,161500.0,195000.0,206500.0,150000.0,188500.0,194000.0,188500.0,232500,309000,365000,382500.0,400000.0,400000.0,5.0,105.0,7.4,22488
THE BASIN,430000.0,463500.0,550000.0,595000.0,610000.0,682500.0,695000.0,739000,875000,864000,850000.0,881000.0,881000.0,4.0,90.0,6.6,22496
THE PATCH,393500.0,486500.0,505000.0,570500.0,665000.0,730000.0,755000.0,760000,882500,872000,,,,,,,22501
THOMASTOWN,390000.0,420000.0,437000.0,493000.0,654000.0,636000.0,592000.0,620000,720000,710000,691000.0,720000.0,720000.0,4.0,71.0,5.5,22504
THOMSON (GREATER,282000.0,290000.0,290000.0,309000.0,365000.0,411000.0,400500.0,435000,580000,575000,,,,,,,22506
THORNBURY,729000.0,841000.0,918000.0,1079500.0,1230000.0,1137500.0,1150000.0,1252500,1500000,1455000,1410000.0,1430000.0,1430000.0,1.0,70.0,5.5,22508
THORNHILL PARK,,,,441000.0,447000.0,578000.0,535000.0,540000,550000,600000,610000.0,590000.0,590000.0,3.0,,,22509
TIMBOON,184000.0,210000.0,240000.0,215000.0,220000.0,247000.0,260000.0,412500,425000,440000,476500.0,446500.0,446500.0,6.0,113.0,7.8,22516
TONGALA,185000.0,179000.0,165000.0,204000.0,200000.0,275000.0,234500.0,236500,305000,377000,405500.0,450000.0,450000.0,11.0,151.0,9.7,22528
TOONGABBIE,234000.0,261500.0,235000.0,315000.0,286500.0,280500.0,270000.0,320000,445000,525000,569000.0,631500.0,631500.0,11.0,141.0,9.2,22543
TOORA,171500.0,155000.0,230000.0,195000.0,190000.0,241500.0,275000.0,300000,430000,430000,450000.0,395000.0,395000.0,12.0,155.0,9.8,22544
TOORADIN,420000.0,480000.0,471000.0,411000.0,599000.0,702000.0,700000.0,755000,800000,910000,880000.0,830000.0,830000.0,6.0,73.0,5.6,22546
TOORAK,2875000.0,3391000.0,4000000.0,4900000.0,5100000.0,4700000.0,4600000.0,5500000,6340000,6205000,6629000.0,6060000.0,6060000.0,9.0,79.0,6.0,22547
TOOTGAROOK,387000.0,402500.0,405000.0,460000.0,591000.0,600500.0,586000.0,671000,874000,950000,885000.0,865000.0,865000.0,2.0,115.0,8.0,22550
TORQUAY,580000.0,580000.0,620000.0,665000.0,720000.0,810000.0,815000.0,870000,1200000,1350000,1264000.0,1200000.0,1200000.0,5.0,107.0,7.5,22551
TRAFALGAR,283000.0,311000.0,310000.0,312500.0,333500.0,375000.0,396500.0,435000,485000,590000,560000.0,570000.0,570000.0,2.0,83.0,6.3,22565
TRARALGON,269000.0,275000.0,273000.0,268000.0,288500.0,298000.0,326500.0,340000,408000,484000,500000.0,507000.0,507000.0,1.0,84.0,6.3,22569
TRARALGON EAST,435000.0,440000.0,432500.0,445000.0,455000.0,425000.0,470000.0,501500,640000,722000,785000.0,830000.0,830000.0,6.0,89.0,6.6,22570
TRENTHAM,407500.0,340000.0,422500.0,455000.0,475000.0,603000.0,614000.0,632500,825000,1050000,910000.0,980000.0,980000.0,8.0,188.0,11.2,22577
TRUGANINA,360000.0,390000.0,391000.0,430000.0,519500.0,570000.0,575000.0,580000,615000,652000,650000.0,650000.0,650000.0,0.0,67.0,5.2,22582
TULLAMARINE,395000.0,412000.0,472500.0,530000.0,655000.0,665500.0,612000.0,640000,755000,760000,720000.0,739000.0,739000.0,3.0,79.0,6.0,22586
TYABB,370500.0,366000.0,395000.0,430000.0,510500.0,548000.0,586500.0,590000,736000,745500,730000.0,750000.0,750000.0,3.0,105.0,7.4,22594
UPPER FERNTREE GULLY,435000.0,500000.0,515000.0,582000.0,685000.0,700000.0,642500.0,735000,865000,885000,852000.0,850000.0,850000.0,0.0,70.0,5.4,22614
UPWEY,425000.0,476000.0,515000.0,585000.0,680000.0,710000.0,702500.0,760500,899000,890000,880000.0,861000.0,861000.0,2.0,81.0,6.1,22620
VENTNOR,370000.0,377500.0,423500.0,420000.0,465000.0,490000.0,540000.0,619500,770000,867500,800000.0,880000.0,880000.0,10.0,133.0,8.8,22625
VENUS BAY,242500.0,237000.0,236000.0,258000.0,262500.0,305000.0,330000.0,375000,579500,672500,613500.0,511000.0,511000.0,17.0,116.0,8.0,22626
VERMONT,610000.0,725000.0,855000.0,900000.0,1065000.0,980000.0,935500.0,1000000,1226500,1200000,1235000.0,1288000.0,1288000.0,4.0,78.0,5.9,22627
VERMONT SOUTH,722500.0,815000.0,1000000.0,1082500.0,1200500.0,1150000.0,1165000.0,1200000,1420000,1418000,1510000.0,1482500.0,1482500.0,2.0,82.0,6.2,22628
VIEWBANK,630000.0,725000.0,829500.0,920000.0,1000000.0,933000.0,920000.0,985000,1238000,1220000,1195000.0,1200000.0,1200000.0,0.0,66.0,5.2,22633
VIOLET TOWN,215000.0,199500.0,200000.0,238500.0,217000.0,242500.0,287500.0,328500,381500,385000,520000.0,555000.0,555000.0,7.0,178.0,10.8,22635
WAHGUNYAH,190000.0,213500.0,267000.0,290000.0,270000.0,240000.0,355000.0,320000,379000,517500,375000.0,540000.0,540000.0,44.0,153.0,9.7,22644
WALLAN,341500.0,356000.0,362000.0,375000.0,425000.0,490000.0,480000.0,520000,580000,625000,620000.0,620000.0,620000.0,0.0,74.0,5.7,22661
WANDANA HEIGHTS,540000.0,582000.0,590000.0,592500.0,645000.0,700000.0,766500.0,827000,925000,1135000,1015000.0,930000.0,930000.0,8.0,60.0,4.8,22669
WANDIN NORTH,407500.0,439500.0,480000.0,496500.0,665000.0,665000.0,630000.0,715000,765000,805000,773000.0,865000.0,865000.0,12.0,97.0,7.0,22673
WANDONG,397500.0,332000.0,297500.0,400000.0,492500.0,494000.0,452500.0,640000,700000,719000,,,,,,,22676
WANGARATTA,240000.0,255000.0,272000.0,270500.0,270000.0,320000.0,319000.0,356500,425000,530000,525000.0,529000.0,529000.0,1.0,107.0,7.6,22680
WANTIRNA,576000.0,667500.0,764000.0,801000.0,953000.0,906500.0,850000.0,907000,1065000,1105000,1150000.0,1085000.0,1085000.0,6.0,63.0,5.0,22685
WANTIRNA SOUTH,579000.0,676500.0,829000.0,875000.0,1005000.0,1000000.0,988500.0,1015000,1223500,1225000,1333000.0,1265000.0,1265000.0,5.0,87.0,6.5,22686
WARBURTON,310000.0,315000.0,325000.0,366000.0,418000.0,495000.0,512500.0,543000,675000,733500,695000.0,642500.0,642500.0,8.0,104.0,7.4,22689
WARRACKNABEAL,107500.0,110000.0,110000.0,123500.0,113000.0,112500.0,118000.0,141000,180000,228500,240000.0,199500.0,199500.0,17.0,81.0,6.1,22697
WARRAGUL,315000.0,320000.0,342000.0,340000.0,365000.0,449000.0,460000.0,498000,580000,653500,647000.0,640000.0,640000.0,1.0,100.0,7.2,22698
WARRANDYTE,640000.0,760000.0,829000.0,890000.0,1042500.0,1110000.0,994000.0,996000,1285000,1300000,1271000.0,1360000.0,1360000.0,7.0,79.0,6.0,22702
WARRANWOOD,605500.0,665000.0,790000.0,865000.0,943500.0,1010000.0,935000.0,962000,1145000,1350000,1197500.0,1349500.0,1349500.0,13.0,103.0,7.3,22704
WARRNAMBOOL,325000.0,323000.0,330000.0,320000.0,330000.0,350000.0,370000.0,415000,520000,602000,,,,,,,22710
WATERWAYS,667000.0,845000.0,902000.0,1050000.0,1127500.0,1110000.0,1285000.0,1408000,1445000,1600000,1704500.0,1495000.0,1495000.0,12.0,77.0,5.9,22720
WATSONIA,505000.0,555000.0,607500.0,698000.0,835000.0,795000.0,736000.0,790000,980000,908500,875500.0,1000500.0,1000500.0,14.0,80.0,6.1,22721
WATSONIA NORTH,510000.0,572500.0,635000.0,702500.0,790000.0,770000.0,726500.0,795000,962500,897500,930000.0,925000.0,925000.0,1.0,62.0,4.9,22722
WATTLE GLEN,475000.0,500500.0,569000.0,580000.0,620000.0,810000.0,778500.0,810000,924000,950000,890000.0,1050000.0,1050000.0,18.0,110.0,7.7,22727
WAURN PONDS,446500.0,470000.0,480000.0,501000.0,530000.0,621500.0,641500.0,671000,727500,801500,830000.0,775500.0,775500.0,7.0,65.0,5.1,22730
WEDDERBURN,154000.0,137500.0,110000.0,150000.0,155000.0,130000.0,138500.0,150000,179000,310000,300000.0,237000.0,237000.0,21.0,72.0,5.6,22733
WEIR VIEWS,327500.0,388000.0,389000.0,418000.0,440000.0,470000.0,465000.0,495500,525500,575000,560000.0,566000.0,566000.0,1.0,46.0,3.8,22740
WENDOUREE,243000.0,247000.0,250000.0,252500.0,267500.0,326000.0,335000.0,370000,465000,495000,470000.0,440000.0,440000.0,6.0,78.0,5.9,22745
WERRIBEE,309000.0,315000.0,335000.0,403000.0,470000.0,510000.0,500000.0,515500,570000,612000,610000.0,615000.0,615000.0,1.0,95.0,6.9,22750
WERRIBEE SOUTH,538000.0,585000.0,680000.0,540000.0,650000.0,735000.0,744500.0,650000,822500,880000,930000.0,862500.0,862500.0,7.0,47.0,4.0,22751
WESBURN,312500.0,288500.0,395000.0,455000.0,455000.0,463500.0,530000.0,532000,665000,661000,642500.0,721000.0,721000.0,12.0,150.0,9.6,22753
WEST FOOTSCRAY,553000.0,637500.0,697000.0,798000.0,887500.0,875000.0,785000.0,835000,1051500,960500,915000.0,927500.0,927500.0,1.0,45.0,3.8,22756
WEST MELBOURNE,905000.0,916000.0,1005000.0,1104500.0,1350000.0,1370000.0,1017500.0,1215000,1280000,1387500,1215000.0,1231000.0,1231000.0,1.0,34.0,3.0,22757
WEST WODONGA,272500.0,296000.0,306000.0,308500.0,321000.0,322000.0,342500.0,370000,428000,515000,545000.0,549500.0,549500.0,1.0,86.0,6.4,22758
WESTMEADOWS,386500.0,419000.0,470000.0,500000.0,566000.0,620000.0,620000.0,605000,716000,700000,727500.0,670000.0,670000.0,8.0,60.0,4.8,22761
WHEELERS HILL,740000.0,805000.0,999000.0,1050000.0,1160000.0,1118500.0,1010000.0,1173500,1371000,1450000,1510000.0,1400000.0,1400000.0,7.0,74.0,5.7,22766
WHITE HILLS,280000.0,306000.0,297500.0,305000.0,300000.0,313500.0,330000.0,355000,470000,510000,495000.0,512500.0,512500.0,4.0,67.0,5.3,22769
WHITTINGTON,259000.0,262000.0,280000.0,265000.0,316500.0,395000.0,377500.0,408000,485000,532500,500000.0,524000.0,524000.0,5.0,100.0,7.2,22774
WHITTLESEA,375000.0,375000.0,400000.0,448500.0,469500.0,577500.0,581000.0,610000,675000,740000,760000.0,700000.0,700000.0,8.0,87.0,6.4,22775
WILLIAMS LANDING,470000.0,450000.0,510000.0,530000.0,600000.0,685000.0,657000.0,680000,760000,795000,799500.0,797500.0,797500.0,0.0,77.0,5.9,22791
WILLIAMSTOWN,920000.0,970000.0,1120000.0,1282500.0,1440000.0,1415000.0,1350000.0,1402500,1592500,1650500,1605000.0,1597500.0,1597500.0,0.0,65.0,5.1,22792
WILLIAMSTOWN NORTH,768000.0,803500.0,862500.0,1135500.0,1003000.0,880000.0,965000.0,905000,1250000,1021500,1287500.0,1300000.0,1300000.0,1.0,62.0,4.9,22793
WILLOW GROVE,235000.0,172500.0,135000.0,195000.0,230000.0,280000.0,388000.0,427500,427500,452500,600000.0,481500.0,481500.0,20.0,179.0,10.8,22794
WIMBLEDON HEIGHTS,271500.0,310000.0,291500.0,299000.0,334000.0,410000.0,386500.0,435000,592000,670000,620000.0,589000.0,589000.0,5.0,90.0,6.6,22801
WINCHELSEA,287000.0,287500.0,262000.0,267000.0,357000.0,391000.0,430000.0,480000,552500,640000,650000.0,645000.0,645000.0,1.0,124.0,8.4,22802
WINDSOR,835000.0,956500.0,1094000.0,1505000.0,1420000.0,1422500.0,1350000.0,1350000,1645000,1650000,1500000.0,1432500.0,1432500.0,5.0,50.0,4.1,22805
WINTER VALLEY,344500.0,360000.0,365000.0,362500.0,375000.0,405000.0,435000.0,470000,573500,617500,580000.0,553000.0,553000.0,5.0,54.0,4.4,22814
WODONGA,282500.0,295000.0,295000.0,315000.0,341500.0,350000.0,331500.0,348000,439500,520000,540000.0,540000.0,540000.0,0.0,83.0,6.2,22819
WOLLERT,400000.0,395000.0,432000.0,460000.0,520000.0,538000.0,570000.0,573000,625000,703500,705000.0,690000.0,690000.0,2.0,75.0,5.7,22820
WONGA PARK,674500.0,673500.0,735000.0,801000.0,962500.0,1150000.0,1102000.0,1077500,1248000,1415000,1265000.0,1330000.0,1330000.0,5.0,97.0,7.0,22825
WONTHAGGI,225000.0,251000.0,262000.0,265000.0,284500.0,339000.0,375000.0,405000,550000,602000,552500.0,545000.0,545000.0,1.0,118.0,8.1,22829
WOODEND,470000.0,460000.0,482500.0,460000.0,560000.0,665000.0,747500.0,765000,895000,870000,965000.0,868000.0,868000.0,10.0,89.0,6.6,22833
WOORI YALLOCK,330000.0,317000.0,358000.0,391500.0,480000.0,520000.0,510000.0,552000,635000,670000,649000.0,660000.0,660000.0,2.0,108.0,7.6,22857
WY YUNG,285000.0,285000.0,290000.0,333500.0,328000.0,315000.0,349000.0,370000,453000,492500,547500.0,503000.0,503000.0,8.0,76.0,5.8,22876
WYCHEPROOF,95000.0,103000.0,100000.0,82500.0,100000.0,124500.0,141500.0,131000,170000,185000,203500.0,265000.0,265000.0,30.0,157.0,9.9,22877
WYNDHAM VALE,288000.0,306000.0,325000.0,365000.0,435500.0,474000.0,460500.0,480000,525000,580000,583000.0,585000.0,585000.0,0.0,91.0,6.7,22883
YACKANDANDAH,327500.0,318000.0,300000.0,392500.0,445500.0,472500.0,497500.0,490000,669000,653000,760000.0,774000.0,774000.0,2.0,143.0,9.3,22889
YALLAMBIE,532500.0,579500.0,665000.0,713500.0,781000.0,810000.0,792500.0,832500,990000,1023000,942000.0,1032500.0,1032500.0,10.0,78.0,5.9,22892
YALLOURN NORTH,135000.0,149500.0,153000.0,165500.0,180000.0,172000.0,191000.0,206000,263000,325000,319500.0,330000.0,330000.0,3.0,121.0,8.2,22894
YARRA GLEN,420000.0,460000.0,530000.0,540000.0,620000.0,670000.0,670000.0,732500,850500,800000,784500.0,820000.0,820000.0,5.0,78.0,6.0,22910
YARRA JUNCTION,406500.0,357500.0,417500.0,422500.0,537500.0,562500.0,582500.0,595000,687000,710000,702500.0,715000.0,715000.0,2.0,100.0,7.2,22911
YARRAGON,258000.0,297000.0,284000.0,300000.0,280000.0,390000.0,410000.0,414000,582500,595000,645000.0,610000.0,610000.0,5.0,105.0,7.5,22913
YARRAM,190000.0,202500.0,245000.0,230000.0,225000.0,218000.0,240000.0,260000,360000,470000,390000.0,422500.0,422500.0,8.0,109.0,7.6,22915
YARRAVILLE,696000.0,710000.0,810000.0,900500.0,1000000.0,1045000.0,971000.0,1030000,1185000,1210000,1100000.0,1146500.0,1146500.0,4.0,61.0,4.9,22917
YARRAWONGA,302500.0,297000.0,300500.0,320000.0,324500.0,345000.0,375000.0,456500,564500,670000,640000.0,645000.0,645000.0,1.0,117.0,8.1,22919
YEA,260000.0,255000.0,260000.0,305000.0,385000.0,390000.0,435500.0,422500,570000,617500,550000.0,525000.0,525000.0,5.0,106.0,7.5,22924
YINNAR,220000.0,240000.0,182500.0,230000.0,270000.0,245000.0,255000.0,292500,465000,550500,567500.0,480000.0,480000.0,15.0,100.0,7.2,22934
