ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-00012236,PR-00007129,Jenny's Early Learning Centre - Strathfieldsaye,Strath CCC Pty Limited,Centre-Based Care,38 Regent St,STRATHFIELDSAYE,VIC,3551,(03) 5439 4774,,"The approved provider must ensure that all children educated and cared for by the service have safe access to a designated outdoor space during the renovation of the outdoor space. The approved provider must ensure that educators are made aware of the risk assessment and follow the strategies to support children accessing outdoor space. The Approved Provider must ensure the Regulatory Authority is advised 30 days prior to the waiver finish date if the waiver is no longer required, or if the works will not be completed by the waiver finish date.",137.0,28/12/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb-23,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-16,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22376
SE-40028056,PR-40035065,Knox Central Primary School OSHC,KNOX CENTRAL PRIMARY SCHOOL Council,Centre-Based Care,39 Darwin Rd,BORONIA,VIC,3155,398013289,,,15.0,8/1/2024,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No,20304
SE-40028062,PR-40033790,Aspire Early Education & Kindergarten Bella Estate,"ASPIRE EARLY EDUCATION & KINDERGARTEN BELLA ESTATE, CLYDE NORTH PTY LTD",Centre-Based Care,40s Bellavita Ave,CLYDE,VIC,3978,1800978429,,,140.0,9/1/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-25,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20581
SE-40028097,PR-40033897,Lucas LEAP,Lucas Primary School,Centre-Based Care,"Lucas Primary School, 46 Oshannassy Pde",LUCAS,VIC,3350,353385004,,,60.0,15/12/2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-25,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,21550
SE-40028101,PR-00002086,Strathcona Early Years,Strathcona Baptist Girls Grammar School Ltd,Centre-Based Care,31 Scott St,CANTERBURY,VIC,3126,387797500,,,40.0,8/7/2024,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,8:45,15:15,8:45,15:15,8:45,15:15,8:45,15:15,8:45,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20468
SE-40028110,PR-40037673,Terra Early Learning,GS GILL & CO PTY LTD,Centre-Based Care,104 Balwyn Rd,BALWYN,VIC,3103,370449620,,,46.0,9/1/2024,,,,,,,,,,,,,,,,,,,5/4/2025,Yes,No,No,No,No,No,No,,,7:15,18:30,,,7:15,18:30,8:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20123
SE-40028111,PR-40013843,Green Leaves Early Learning Rosebud,GREEN LEAVES (VIC8) EARLY LEARNING CENTRES PTY LTD,Centre-Based Care,26 McDowell St,ROSEBUD,VIC,3939,359118176,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. 

The report prepared must identify:

o	the service;
o	the date and time of the rehearsal;
o	the total time taken to evacuate the building;
o	the location to which building occupants were evacuated to;
o	the number of children and educators in attendance on the day;
o	the profile of children (ages, any disabilities) with respect to the children?€?s rooms operating at the time of the rehearsal; and
o	any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service.

The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.
",104.0,21/02/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-25,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22198
SE-40028120,PR-40030063,South Street Early Learning Centre,The Trustee for South Street Childcare Trust,Centre-Based Care,87 South St,HADFIELD,VIC,3046,386528502,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.
",130.0,7/2/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-25,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21124
SE-40028155,PR-40012975,Inspire Early Learning Journey Langwarrin,INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD,Centre-Based Care,60 Aqueduct Road,LANGWARRIN,VIC,3910,398538999,,"?€?	An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",76.0,28/12/2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-25,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21467
SE-40028210,PR-40035269,Ripplebrook OSHC,RIPPLEBROOK PRIMARY SCHOOL COUNCIL,Centre-Based Care,"Ripplebrook Primary School, 2260 Westernport Rd",RIPPLEBROOK,VIC,3818,468646692,,"An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",15.0,22/01/2024,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:15,17:45,15:15,17:45,15:15,17:45,15:15,17:45,15:15,17:45,,,,,,,,,,,,,,,,,,,No,22177
SE-40028283,PR-40024097,DS Sports Bass Valley,SPORTS DS PTY LTD,Centre-Based Care,"Bass Valley Primary School, 70 Corinella Rd",CORINELLA,VIC,3984,466998067,,"The approved provider must ensure that the swimming pool on the service premises is:
a.    not accessed or utilised by children being educated and cared for by the service, and
b.    enclosed with a fence or barrier of a suitable design, height and location to prevent a child from going over it, through it or under it; and children are prevented from entering the enclosed area at all times.
 An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",60.0,19/12/2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-25,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,20639
SE-40028292,PR-00002240,Bani Manya Kindergarten,Horsham & District Kindergarten Association Inc,Centre-Based Care,2b Rasmussen Rd,HORSHAM,VIC,3400,,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.

",66.0,23/01/2024,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,9:00,14:00,9:00,14:00,9:00,14:00,9:00,14:00,,,,,8:30,13:30,9:00,14:00,9:00,14:00,8:30,13:30,8:30,13:30,,,,,,,,,,,,,,,,,,,Yes,21206
SE-40028296,PR-40025848,Harkaway Early Learning Centre,PARED VICTORIA LTD,Centre-Based Care,20i Abeckett Rd,NARRE WARREN NORTH,VIC,3804,397969821,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",66.0,30/09/2024,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,,,,,15:00,17:00,15:00,17:00,15:00,17:00,15:00,17:00,15:00,17:00,,,,,,,,,,,,,,,,,,,No,21895
SE-40028315,PR-40027065,Bluebird Early Education Berwick,VOXARK PTY LTD,Centre-Based Care,322 Centre Rd,BERWICK,VIC,3806,89053871,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.
",100.0,12/12/2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-25,,,,,,,,,,,Yes,No,No,No,No,No,No,6:00,18:00,6:00,18:00,6:00,18:00,6:00,18:00,6:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20224
SE-40028319,PR-40009397,OSHC-Keysborough,SELIMIYE FOUNDATION LIMITED,Centre-Based Care,139 Chapel Rd,KEYSBOROUGH,VIC,3173,393098111,,,12.0,29/03/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-25,,,,,,,,,,,No,No,No,Yes,Yes,No,No,6:45,18:15,6:45,18:15,6:45,18:15,6:45,18:15,6:45,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21339
SE-40028320,PR-40009397,OSHC-Dallas,SELIMIYE FOUNDATION LIMITED,Centre-Based Care,147-165 Dallas Dr,DALLAS,VIC,3047,393098111,,,11.0,6/2/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-25,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,0:00,0:00,0:00,0:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,0:00,0:00,0:00,0:00,,,,,,,,,,,,,,,No,20702
SE-40028328,PR-00001879,Randall Street Kindergarten,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,9 RANDALL ST,MARIBYRNONG,VIC,3032,408610755,,,66.0,20/05/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21604
SE-40028336,PR-00001879,Laa Yulta Primary School Kindergarten,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,20 Lecture Circuit,MAMBOURIN,VIC,3024,408428390,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",99.0,1/2/2024,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,8:45,16:30,9:00,14:00,8:45,16:30,9:00,14:00,,,,,9:00,16:30,8:30,16:00,9:00,16:30,8:30,16:00,9:00,14:00,,,,,,,,,,,,,,,,,,,No,21588
SE-40028338,PR-00002454,Little Saints Early Learning Centre - Drouin Princes Way,Davmat Investments Pty Ltd,Centre-Based Care,207 Princes Way,DROUIN,VIC,3818,356220301,,,149.0,4/1/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-25,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20790
SE-40028342,PR-40024097,DS Sports Topirum,SPORTS DS PTY LTD,Centre-Based Care,451 Hardys Rd,CLYDE NORTH,VIC,3978,468401612,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. 
",105.0,16/01/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-25,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,20582
SE-40028395,PR-00006475,Glen Education Fern St Kindergarten,Glen Education Inc,Centre-Based Care,2 Fern St,BLACK ROCK,VIC,3193,395987874,,,66.0,19/12/2023,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-25,,,,,,,,,,,No,No,Yes,No,No,No,No,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,8:15,15:45,8:15,15:45,8:15,15:45,,,,,,,,,8:45,16:15,8:45,16:45,8:45,16:45,8:45,16:45,8:45,16:45,,,,,,,,,,,,,,,,,,,No,20251
SE-40028418,PR-40035546,Wesburn Primary School OSHC,WESBURN PRIMARY SCHOOL COUNCIL,Centre-Based Care,"Wesburn Primary School, 2850 Warburton Hwy",WESBURN,VIC,3799,359671302,,"An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that: 

 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

 

a list of the service's emergency contact details 

 

procedures for monitoring and managing bushfire and grassfire risks and events 

 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

 

procedures for notifying families of children enrolled at the service of any closure 

 

procedures for reviewing and updating the Emergency Management Plan. 

 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",30.0,9/1/2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-25,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No,22753
